Time [s],Value,Parity Error,Framing Error
1.147435000000000,0x19,,
1.278383000000000,0x99,,
1.287500000000000,0x7F,,
1.396900000000000,0x1A,,
1.541109000000000,0x9A,,
1.550226000000000,0x7F,,
1.659626000000000,0x35,,
1.810466000000000,0xB5,,
1.819582000000000,0x7F,,
1.962963000000000,0x36,,
2.127892000000000,0xB6,,
2.137009000000000,0x7F,,
2.253039000000000,0x37,,
2.397248000000000,0xB7,,
2.406365000000000,0x7F,,
2.536485000000000,0x38,,
2.673235000000000,0xB8,,
2.682352000000000,0x7F,,
2.812471000000000,0x39,,
2.929331000000000,0xB9,,
2.938447000000000,0x7F,,
3.061937000000000,0x3A,,
3.198687000000000,0xBA,,
3.207804000000000,0x7F,,
3.331293000000000,0x3B,,
3.475502000000000,0xBB,,
3.484619000000000,0x7F,,
3.628000000000000,0x3C,,
3.731598000000000,0xBC,,
3.740715000000000,0x7F,,
3.884095000000000,0x3D,,
4.000954000000000,0xBD,,
4.010071000000000,0x7F,,
4.126101000000000,0x3E,,
4.242960000000000,0xBE,,
4.252077000000000,0x7F,,
4.395458000000000,0x3F,,
4.533036000000000,0xBF,,
4.542153000000000,0x7F,,
4.665642000000000,0x40,,
4.741062000000000,0xC0,,
4.750179000000000,0x7F,,
4.907649000000000,0x41,,
5.037768000000000,0xC1,,
5.046885000000000,0x7F,,
5.396634000000000,0x59,,
5.506034000000000,0xD9,,
5.515151000000000,0x7F,,
5.679251000000000,0x42,,
5.775390000000000,0xC2,,
5.784507000000000,0x7F,,
5.948607000000000,0x4A,,
6.031486000000000,0xCA,,
6.040602000000000,0x7F,,
6.177352000000000,0x7B,,
6.273492000000000,0xFB,,
6.282609000000000,0x7F,,
6.632358000000000,0x44,,
6.707777000000000,0xC4,,
6.716894000000000,0x7F,,
6.887624000000000,0x45,,
6.949784000000000,0xC5,,
6.958900000000000,0x7F,,
7.137090000000000,0x46,,
7.233229000000000,0xC6,,
7.242346000000000,0x7F,,
7.529936000000000,0x7D,,
7.605356000000000,0xFD,,
7.614472000000000,0x7F,,
